text,label
Class engaging thi aur boring nahi thi honestly,positive
Class engaging thi aur boring nahi thi honestly,positive
Class ka environment accha tha... 😐,positive
Sir ka teaching style bahut accha hai but examples ache the,positive
Session okay tha but thoda aur practice chahiye,neutral
Teacher ne topic properly explain nahi kiya according to me,negative
Class ka pace bohut fast tha. 😡,negative
Aaj ka lecture bahut informative tha but thoda aur practice chahiye,positive
Topic theek tha but aur clarity chahiye thi according to me,neutral
Lecture theek tha but aur examples ho sakte the...,neutral
Lecture theek tha but aur examples ho sakte the honestly,neutral
Kal ki class achha thi. 😡,positive
Lecture theek tha but aur examples ho sakte the...,neutral
Concept samajh aaya par pace fast tha??,neutral
Class theek thi bas thoda lamba tha honestly,neutral
Concept samajh aaya par pace fast tha 😡,neutral
Lecture normal tha kuch special nahi?!,neutral
Concept samajh aaya par pace fast tha but thoda aur practice chahiye,neutral
Lecture confusing tha overall,negative
Kal ki class achaah thi!!,positive
Class ka pace bahut fast tha but thoda aur practice chahiye,negative
Class bohot boring thi,negative
Lecture normal tha kuch special nahi according to me,neutral
Teacher ne topic properly explain nahi kiya,negative
Class boring thi!,negative
Lecture interesting tha aur samajh bhi aaya.,positive
Teacher ne topic properly explain nahi kiya!!,negative
Topic theek tha but aur clarity chahiye thi according to me,neutral
Topic theek tha but aur clarity chahiye thi,neutral
Lecture time waste jaisa laga but thoda aur practice chahiye,negative
Class me interest nahi aaya aur thoda detail me hona chahiye tha,negative
Topic bahut ache se cover kiya gaya honestly,positive
Class ka pace bahuut fast tha??,negative
Lecture manageable tha overall,neutral
Notes aur explanation dono helpful the aur thoda detail me hona chahiye tha,positive
Topic bahut ache se cover kiya gaya but slides achi thi,positive
Lecture interesting tha aur samajh bhi aaya?!,positive
Discussion session kaafi useful tha but examples ache the,positive
Class achha thi par thodi boring bhi??,neutral
Teacher ne topic properly explain nahi kiya?! 😡,negative
Class ka pace bahut fast tha according to me,negative
Class average thi. 🙂,neutral
Lecture theek tha but aur examples ho sakte the...,neutral
Topic theek tha but aur clarity chahiye thi aur thoda detail me hona chahiye tha,neutral
Teacher ne topic properly explain nahi kiya?!,negative
Sir ka teaching style goood hai.,positive
Class ka environment achaah tha,positive
Notes aur explanation dono helpful the,positive
Class achha thi par thodi borin bhi?? 🙂,neutral
Teacher ne topic properly explain nahi kiya but thoda aur practice chahiye,negative
Class accha thi par thodi boring bhi?!,neutral
Lecture normal tha kuch special nahi,neutral
Class engaging thi aur boring nahi thi overall,positive
Content theek tha par delivery slow thi,neutral
Aaj ka lecture bahut informative tha honestly,positive
Teacher ne topic properly explain nahi kiya...,negative
Class ka environment bahut achha tha honestly,positive
Topic theek tha but aur clarity chahiye thi according to me,neutral
Aaj ka lecture bohot informative tha. 😐,positive
Class bohot boring thi according to me,negative
Lecture normal tha kuch special nahi!,neutral
Teacher ka explanation weak tha honestly,negative
Topic bahut poorly explain hua but examples ache the,negative
Mujhe lecture bilkul samajh nahi aaya,negative
Lecture interesting tha aur samajh bhi aaya,positive
Aaj ka lecture bhot informative tha,positive
Class theek thi bas thoda lamba tha but examples ache the,neutral
Teacher ne topic properly explain nahi kiya??,negative
Lecture manageable tha,neutral
Lecture confusing tha?!,negative
Lecture confusing tha!!,negative
Class me interest nahi aaya overall,negative
Class engaging thi aur boring nahi thi,positive
Kal ki class accha thi.,positive
Concept samajh aaya par pace fast tha,neutral
Class me interest nahi aaya overall,negative
Lecture normal tha kuch special nahi but examples ache the,neutral
Content theek tha par delivery slow thi but examples ache the,neutral
Kal ki class achha thi.,positive
Class average thi overall,neutral
Class ka environment achaa tha!,positive
Teacher ne topic properly explain nahi kiya 🙂,negative
Aaj ka lecture bahut informative tha but slides achi thi,positive
Mujhe lecture bilkul samajh nahi aaya??,negative
Class achaah thi par thodi borring bhi,neutral
Mujhe lecture bilkul samajh nahi aaya...,negative
Class borinng thi...,negative
Aaj ka lecture bohut informative tha!,positive
Lecture normal tha kuch special nahi...,neutral
Class me interest nahi aaya overall,negative
Class ka pace bohot fast tha?!,negative
Class ka environment bahut achha tha but examples ache the,positive
Lecture interesting tha aur samajh bhi aaya?? 😡,positive
Class average thi! 😡,neutral
Lecture interesting tha aur samajh bhi aaya?!,positive
Lecture interesting tha aur samajh bhi aaya. 😕,positive
Class average thi??,neutral
Teacher ne topic properly explain nahi kiya?? 🙂,negative
Class ka pace bahuut fast tha,negative
Lecture interesting tha aur samajh bhi aaya?! 🙂,positive
Teacher ne topic properly explain nahi kiya,negative
Class bohot boring thi overall,negative
Aaj ka lecture bhot informative tha??,positive
Lecture normal tha kuch special nahi! 😐,neutral
Lecture theek tha but aur examples ho sakte the??,neutral
Teacher ne topic properly explain nahi kiya??,negative
Kal ki class accha thi!,positive
Lecture interesting tha aur samajh bhi aaya?!,positive
Concept samajh aaya par pace fast tha honestly,neutral
Class ka pace bahut fast tha according to me,negative
Teacher ne concept bahot clearly samjhaya?!,positive
Teacher ne topic properly explain nahi kiya??,negative
Lecture confusing tha honestly,negative
Lecture normal tha kuch special nahi...,neutral
Lecture confusing tha according to me,negative
Class ka pace bohot fast tha??,negative
Lecture manageable tha according to me,neutral
Class ka environment bahut achha tha but slides achi thi,positive
Lecture manageable tha overall,neutral
Class ka environment bahut achha tha honestly,positive
Class average thi! 😐,neutral
Sir ka teaching style goood hai??,positive
Lecture interesting tha aur samajh bhi aaya.,positive
Class ka pace bohut fast tha... 😡,negative
Lecture confusing tha?!,negative
Concept samajh aaya par pace fast tha??,neutral
Concept samajh aaya par pace fast tha?!,neutral
Lecture time waste jaisa laga but examples ache the,negative
Session okay tha according to me,neutral
Class borring thi??,negative
Class achi thi par thodi boring bhi but thoda slow hona chahiye tha,neutral
Teacher ne topic properly explain nahi kiya but thoda slow hona chahiye tha,negative
Concept samajh aaya par pace fast tha aur thoda detail me hona chahiye tha,neutral
Class bohot boring thi honestly,negative
Kal ki class acha thi...,positive
Lecture manageable tha overall,neutral
Lecture normal tha kuch special nahi aur thoda detail me hona chahiye tha,neutral
Teacher ne topic properly explain nahi kiya but slides achi thi,negative
Lecture confusing tha??,negative
Lecture manageable tha,neutral
Class engaging thi aur boring nahi thi honestly,positive
Session okay tha according to me,neutral
Aaj ka lecture bahut informative tha but slides achi thi,positive
Discussion session kaafi useful tha but slides achi thi,positive
Lecture confusing tha but thoda aur practice chahiye,negative
Teacher ne topic properly explain nahi kiya 🙂,negative
Examples clear nahi the but slides achi thi,negative
Class average thi...,neutral
Class borinng thi...,negative
Topic theek tha but aur clarity chahiye thi,neutral
Class average thi?? 😡,neutral
Lecture interesting tha aur samajh bhi aaya!,positive
Sir ka teaching style bahut accha hai,positive
Concept samajh aaya par pace fast tha!,neutral
Class me interest nahi aaya honestly,negative
Sir ka teaching style bahut accha hai but thoda aur practice chahiye,positive
Session okay tha,neutral
Lecture normal tha kuch special nahi?!,neutral
Class achha thi par thodi borin bhi. 😐,neutral
Class average thi according to me,neutral
Teacher ne topic properly explain nahi kiya!,negative
Lecture theek tha but aur examples ho sakte the!!,neutral
Lecture normal tha kuch special nahi overall,neutral
Aaj ka lecture bahuut informative tha...,positive
Aaj ka lecture bohut informative tha!!,positive
Class average thi??,neutral
Mujhe lecture bilkul samajh nahi aaya but slides achi thi,negative
Class borinng thi! 🙂,negative
Lecture theek tha but aur examples ho sakte the...,neutral
Lecture theek tha but aur examples ho sakte the!!,neutral
Teacher ne concept bahuut clearly samjhaya!,positive
Notes aur explanation dono helpful the but thoda aur practice chahiye,positive
Class theek thi bas thoda lamba tha overall,neutral
Lecture confusing tha?! 😡,negative
Class borin thi 😕,negative
Aaj ka lecture bohot informative tha!,positive
Lecture interesting tha aur samajh bhi aaya?!,positive
Class achi thi par thodi boring bhi according to me,neutral
Teacher ne concept bahut clearly samjhaya overall,positive
Lecture manageable tha but thoda slow hona chahiye tha,neutral
Kal ki class acchaa thi.,positive
Teacher ne topic properly explain nahi kiya?!,negative
Lecture theek tha but aur examples ho sakte the?? 😐,neutral
Lecture theek tha but aur examples ho sakte the!,neutral
Teacher ne concept bahot clearly samjhaya!,positive
Examples clear nahi the but thoda aur practice chahiye,negative
Class average thi! 😕,neutral
Class average thi!,neutral
Class average thi,neutral
Lecture theek tha but aur examples ho sakte the overall,neutral
Class average thi aur thoda detail me hona chahiye tha,neutral
Class ka pace bahut fast tha?!,negative
Lecture normal tha kuch special nahi but thoda aur practice chahiye,neutral
Class acchaa thi par thodi borinng bhi,neutral
Teacher ne topic properly explain nahi kiya,negative
Kal ki class acha thi,positive
Lecture theek tha but aur examples ho sakte the,neutral
Discussion session kaafi useful tha but thoda aur practice chahiye,positive
Teacher ka explanation weak tha but examples ache the,negative
Concept samajh aaya par pace fast tha but thoda aur practice chahiye,neutral
Teacher ne concept bahut clearly samjhaya but thoda slow hona chahiye tha,positive
Lecture time waste jaisa laga honestly,negative
Mujhe lecture bilkul samajh nahi aaya,negative
Sir ka teaching style gud hai?!,positive
Class ka environment achaah tha!! 😕,positive
Concept samajh aaya par pace fast tha 😕,neutral
Class ka environment bahut achha tha honestly,positive
Teacher ne concept bahuut clearly samjhaya?! 😡,positive
Class ka environment acchaa tha,positive
Class theek thi bas thoda lamba tha,neutral
Class achi thi par thodi boring bhi but slides achi thi,neutral
Class acchaa thi par thodi borin bhi,neutral
Lecture theek tha but aur examples ho sakte the!,neutral
Teacher ne concept bahot clearly samjhaya...,positive
Class achha thi par thodi borring bhi.,neutral
Notes aur explanation dono helpful the aur thoda detail me hona chahiye tha,positive
Concept samajh aaya par pace fast tha!!,neutral
Class borinng thi!!,negative
Mujhe lecture bilkul samajh nahi aaya according to me,negative
Lecture interesting tha aur samajh bhi aaya but thoda aur practice chahiye,positive
Class borin thi!!,negative
Lecture interesting tha aur samajh bhi aaya!!,positive
Mujhe lecture bilkul samajh nahi aaya 🙂,negative
Teacher ne concept bahut clearly samjhaya but slides achi thi,positive
Mujhe lecture bilkul samajh nahi aaya??,negative
Class ka pace bahut fast tha but thoda aur practice chahiye,negative
Class average thi??,neutral
Teacher ne concept bahut clearly samjhaya aur thoda detail me hona chahiye tha,positive
Lecture confusing tha! 😐,negative
Class ka environment bahut achha tha,positive
Lecture normal tha kuch special nahi!,neutral
Class engaging thi aur boring nahi thi but thoda aur practice chahiye,positive
Lecture time waste jaisa laga honestly,negative
Content theek tha par delivery slow thi overall,neutral
Content theek tha par delivery slow thi,neutral
Lecture interesting tha aur samajh bhi aaya aur thoda detail me hona chahiye tha,positive
Class ka environment achaah tha.,positive
Sir ka teaching style gud hai...,positive
Kal ki class acha thi.,positive
Lecture normal tha kuch special nahi??,neutral
Lecture normal tha kuch special nahi??,neutral
Sir ka teaching style bahut accha hai,positive
Lecture theek tha but aur examples ho sakte the... 😡,neutral
Class ka environment acchaa tha,positive
Lecture manageable tha but thoda slow hona chahiye tha,neutral
Class bohot boring thi but thoda aur practice chahiye,negative
Kal ki class bohot achi thi but slides achi thi,positive
Class engaging thi aur boring nahi thi,positive
Class achi thi par thodi boring bhi according to me,neutral
Teacher ne concept bohot clearly samjhaya 😐,positive
Teacher ne topic properly explain nahi kiya 😕,negative
Class achi thi par thodi boring bhi aur thoda detail me hona chahiye tha,neutral
Kal ki class bohot achi thi but slides achi thi,positive
Aaj ka lecture bahut informative tha aur thoda detail me hona chahiye tha,positive
Mujhe lecture bilkul samajh nahi aaya.,negative
Concept samajh aaya par pace fast tha honestly,neutral
Lecture interesting tha aur samajh bhi aaya,positive
Class borring thi!!,negative
Class ka pace bohot fast tha?!,negative
Lecture normal tha kuch special nahi.,neutral
Session okay tha aur thoda detail me hona chahiye tha,neutral
Mujhe lecture bilkul samajh nahi aaya,negative
Lecture time waste jaisa laga aur thoda detail me hona chahiye tha,negative
Class ka environment achaah tha?! 😡,positive
Teacher ka explanation weak tha according to me,negative
Class bohot boring thi honestly,negative
Class ka pace bahut fast tha,negative
Class ka pace bohot fast tha!,negative
Lecture time waste jaisa laga but thoda aur practice chahiye,negative
Kal ki class accha thi 😡,positive
Lecture interesting tha aur samajh bhi aaya overall,positive
Sir ka teaching style goood hai??,positive
Teacher ne concept bhot clearly samjhaya??,positive
Class achha thi par thodi borring bhi,neutral
Mujhe lecture bilkul samajh nahi aaya?! 🙂,negative
Lecture interesting tha aur samajh bhi aaya! 🙂,positive
Concept samajh aaya par pace fast tha but thoda aur practice chahiye,neutral
Kal ki class achaah thi?!,positive
Class borinng thi!!,negative
Examples clear nahi the honestly,negative
Teacher ne topic properly explain nahi kiya but slides achi thi,negative
Kal ki class bohot achi thi honestly,positive
Lecture interesting tha aur samajh bhi aaya! 😐,positive
Class bohot boring thi,negative
Lecture theek tha but aur examples ho sakte the but thoda aur practice chahiye,neutral
Class average thi according to me,neutral
Teacher ka explanation weak tha but thoda aur practice chahiye,negative
Lecture theek tha but aur examples ho sakte the??,neutral
Sir ka teaching style bahut accha hai but slides achi thi,positive
Session okay tha but thoda aur practice chahiye,neutral
Lecture theek tha but aur examples ho sakte the.,neutral
Class borin thi??,negative
Class me interest nahi aaya but slides achi thi,negative
Class average thi...,neutral
Lecture interesting tha aur samajh bhi aaya but examples ache the,positive
Class acha thi par thodi borinng bhi?!,neutral
Sir ka teaching style gud hai,positive
Class ka environment accha tha!!,positive
Topic bahut poorly explain hua but slides achi thi,negative
Teacher ne concept bohot clearly samjhaya.,positive
Class ka pace bahuut fast tha. 😕,negative
Teacher ne concept bhot clearly samjhaya!!,positive
Teacher ne concept bhot clearly samjhaya?! 😐,positive
Class borinng thi!,negative
Topic theek tha but aur clarity chahiye thi but thoda slow hona chahiye tha,neutral
Teacher ne concept bahuut clearly samjhaya...,positive
Lecture normal tha kuch special nahi honestly,neutral
Examples clear nahi the,negative
Aaj ka lecture bahut informative tha but thoda slow hona chahiye tha,positive
Class average thi.,neutral
Mujhe lecture bilkul samajh nahi aaya?!,negative
Lecture normal tha kuch special nahi!!,neutral
Lecture normal tha kuch special nahi.,neutral
Lecture manageable tha but thoda slow hona chahiye tha,neutral
Teacher ne topic properly explain nahi kiya.,negative
Class ka environment bahut achha tha but thoda aur practice chahiye,positive
Lecture normal tha kuch special nahi but thoda slow hona chahiye tha,neutral
Lecture interesting tha aur samajh bhi aaya!,positive
Lecture manageable tha according to me,neutral
Class me interest nahi aaya but slides achi thi,negative
Lecture normal tha kuch special nahi 😡,neutral
Sir ka teaching style good hai!!,positive
Lecture theek tha but aur examples ho sakte the overall,neutral
Sir ka teaching style good hai?!,positive
Class ka pace bhot fast tha. 🙂,negative
Lecture confusing tha!,negative
Kal ki class acchaa thi!,positive
Teacher ka explanation weak tha but thoda slow hona chahiye tha,negative
Teacher ne topic properly explain nahi kiya... 🙂,negative
Mujhe lecture bilkul samajh nahi aaya...,negative
Teacher ne concept bohot clearly samjhaya?!,positive
Concept samajh aaya par pace fast tha,neutral
Discussion session kaafi useful tha but thoda slow hona chahiye tha,positive
Class ka pace bahuut fast tha...,negative
Aaj ka lecture bahot informative tha,positive
Class ka pace bahut fast tha according to me,negative
Discussion session kaafi useful tha aur thoda detail me hona chahiye tha,positive
Concept samajh aaya par pace fast tha!! 🙂,neutral
Teacher ne topic properly explain nahi kiya?!,negative
Lecture time waste jaisa laga overall,negative
Teacher ne concept bohot clearly samjhaya.,positive
Aaj ka lecture bhot informative tha,positive
Teacher ne topic properly explain nahi kiya... 😕,negative
Teacher ne topic properly explain nahi kiya,negative
Session okay tha but examples ache the,neutral
Class achi thi par thodi boring bhi aur thoda detail me hona chahiye tha,neutral
Lecture confusing tha but slides achi thi,negative
Teacher ne concept bahot clearly samjhaya?! 😐,positive
Teacher ne topic properly explain nahi kiya! 😕,negative
Lecture time waste jaisa laga aur thoda detail me hona chahiye tha,negative
Lecture interesting tha aur samajh bhi aaya!,positive
Class bohot boring thi but examples ache the,negative
Lecture confusing tha honestly,negative
Concept samajh aaya par pace fast tha according to me,neutral
Class achi thi par thodi boring bhi but examples ache the,neutral
Class ka pace bahuut fast tha! 😐,negative
Class ka pace bohot fast tha.,negative
Lecture interesting tha aur samajh bhi aaya according to me,positive
Aaj ka lecture bohot informative tha?!,positive
Lecture confusing tha aur thoda detail me hona chahiye tha,negative
Lecture interesting tha aur samajh bhi aaya?!,positive
Mujhe lecture bilkul samajh nahi aaya?! 😕,negative
Teacher ne topic properly explain nahi kiya,negative
Teacher ne concept bahut clearly samjhaya according to me,positive
Class ka pace bahut fast tha,negative
Kal ki class achha thi,positive
Class bohot boring thi overall,negative
Sir ka teaching style bahut accha hai aur thoda detail me hona chahiye tha,positive
Teacher ka explanation weak tha overall,negative
Class achha thi par thodi borinng bhi??,neutral
Mujhe lecture bilkul samajh nahi aaya...,negative
Topic bahut ache se cover kiya gaya according to me,positive
Class bohot boring thi according to me,negative
Class ka pace bahut fast tha aur thoda detail me hona chahiye tha,negative
Class ka pace bhot fast tha!,negative
Kal ki class acchaa thi!!,positive
Class me interest nahi aaya but examples ache the,negative
Kal ki class achaah thi!!,positive
Teacher ne concept bahut clearly samjhaya but slides achi thi,positive
Lecture interesting tha aur samajh bhi aaya but thoda aur practice chahiye,positive
Class me interest nahi aaya overall,negative
Topic theek tha but aur clarity chahiye thi overall,neutral
Class average thi??,neutral
Lecture theek tha but aur examples ho sakte the aur thoda detail me hona chahiye tha,neutral
Concept samajh aaya par pace fast tha??,neutral
Topic bahut ache se cover kiya gaya according to me,positive
Class engaging thi aur boring nahi thi but examples ache the,positive
Topic bahut ache se cover kiya gaya but thoda aur practice chahiye,positive
Lecture interesting tha aur samajh bhi aaya,positive
Class average thi...,neutral
Lecture confusing tha but examples ache the,negative
Topic bahut ache se cover kiya gaya honestly,positive
Mujhe lecture bilkul samajh nahi aaya 😡,negative
Class ka environment acha tha!,positive
Class ka environment achaah tha?!,positive
Class ka environment bahut achha tha honestly,positive
Lecture manageable tha but slides achi thi,neutral
Class engaging thi aur boring nahi thi but thoda slow hona chahiye tha,positive
Topic bahut poorly explain hua but thoda aur practice chahiye,negative
Teacher ne topic properly explain nahi kiya!,negative
Sir ka teaching style bahut accha hai but slides achi thi,positive
Lecture interesting tha aur samajh bhi aaya?!,positive
Kal ki class achaah thi...,positive
Notes aur explanation dono helpful the but thoda aur practice chahiye,positive
Teacher ne concept bahuut clearly samjhaya! 🙂,positive
Teacher ne concept bahuut clearly samjhaya.,positive
Aaj ka lecture bahut informative tha but thoda aur practice chahiye,positive
Class average thi!,neutral
Aaj ka lecture bohut informative tha.,positive
Lecture theek tha but aur examples ho sakte the!! 😐,neutral
Content theek tha par delivery slow thi but examples ache the,neutral
Teacher ne topic properly explain nahi kiya...,negative
Teacher ne concept bohut clearly samjhaya! 😕,positive
Concept samajh aaya par pace fast tha,neutral
Notes aur explanation dono helpful the aur thoda detail me hona chahiye tha,positive
Class achi thi par thodi boring bhi but thoda slow hona chahiye tha,neutral
Lecture normal tha kuch special nahi!! 🙂,neutral
Examples clear nahi the but thoda aur practice chahiye,negative
Lecture confusing tha.,negative
Mujhe lecture bilkul samajh nahi aaya?!,negative
Lecture confusing tha...,negative
Teacher ne concept bahuut clearly samjhaya...,positive
Class borring thi??,negative
Kal ki class accha thi.,positive
Topic bahut ache se cover kiya gaya but examples ache the,positive
Class engaging thi aur boring nahi thi but thoda slow hona chahiye tha,positive
Teacher ka explanation weak tha aur thoda detail me hona chahiye tha,negative
Class ka environment acchaa tha?! 🙂,positive
Concept samajh aaya par pace fast tha!!,neutral
Teacher ne concept bahut clearly samjhaya but thoda aur practice chahiye,positive
Class ka environment accha tha,positive
Lecture interesting tha aur samajh bhi aaya,positive
Class ka environment acchaa tha,positive
Aaj ka lecture bahut informative tha but slides achi thi,positive
Kal ki class achaa thi...,positive
Lecture interesting tha aur samajh bhi aaya but thoda aur practice chahiye,positive
Sir ka teaching style goood hai,positive
Lecture time waste jaisa laga but thoda slow hona chahiye tha,negative
Class theek thi bas thoda lamba tha but thoda aur practice chahiye,neutral
Lecture normal tha kuch special nahi but thoda aur practice chahiye,neutral
Class bohot boring thi according to me,negative
Lecture confusing tha honestly,negative
Teacher ne topic properly explain nahi kiya but examples ache the,negative
Class engaging thi aur boring nahi thi according to me,positive
Kal ki class bohot achi thi but thoda aur practice chahiye,positive
Class ka environment accha tha!,positive
Class borring thi,negative
Lecture theek tha but aur examples ho sakte the...,neutral
Lecture confusing tha.,negative
Lecture interesting tha aur samajh bhi aaya...,positive
Class ka pace bahuut fast tha...,negative
Class ka pace bohot fast tha!,negative
Aaj ka lecture bohut informative tha?!,positive
Class theek thi bas thoda lamba tha,neutral
Class ka environment bahut achha tha but thoda aur practice chahiye,positive
Kal ki class achaa thi.,positive
Class ka pace bhot fast tha...,negative
Discussion session kaafi useful tha,positive
Mujhe lecture bilkul samajh nahi aaya...,negative
Topic bahut ache se cover kiya gaya but thoda aur practice chahiye,positive
Lecture interesting tha aur samajh bhi aaya but thoda slow hona chahiye tha,positive
Class ka pace bahot fast tha?!,negative
Concept samajh aaya par pace fast tha but thoda aur practice chahiye,neutral
Mujhe lecture bilkul samajh nahi aaya!,negative
Class average thi,neutral
Mujhe lecture bilkul samajh nahi aaya 😡,negative
Class ka pace bahuut fast tha!!,negative
Lecture theek tha but aur examples ho sakte the?!,neutral
Class ka pace bohot fast tha...,negative
Aaj ka lecture bohut informative tha 🙂,positive
Lecture theek tha but aur examples ho sakte the?! 😡,neutral
Lecture interesting tha aur samajh bhi aaya?!,positive
Class ka environment acchaa tha!!,positive
Class engaging thi aur boring nahi thi honestly,positive
Class average thi... 😐,neutral
Class me interest nahi aaya,negative
Class achha thi par thodi boring bhi!! 😐,neutral
Discussion session kaafi useful tha but slides achi thi,positive
Lecture normal tha kuch special nahi.,neutral
Lecture interesting tha aur samajh bhi aaya!!,positive
Class achaa thi par thodi borring bhi!,neutral
Concept samajh aaya par pace fast tha?? 😕,neutral
Lecture interesting tha aur samajh bhi aaya.,positive
Topic bahut poorly explain hua aur thoda detail me hona chahiye tha,negative
Lecture theek tha but aur examples ho sakte the?!,neutral
Lecture theek tha but aur examples ho sakte the overall,neutral
Class average thi??,neutral
Class achi thi par thodi boring bhi overall,neutral
Lecture normal tha kuch special nahi,neutral
Sir ka teaching style good hai... 😡,positive
Class accha thi par thodi borinng bhi.,neutral
Discussion session kaafi useful tha but examples ache the,positive
Topic bahut poorly explain hua but examples ache the,negative
Lecture normal tha kuch special nahi overall,neutral
Lecture confusing tha,negative
Class average thi!,neutral
Class ka pace bohut fast tha!!,negative
Teacher ne concept bahut clearly samjhaya but examples ache the,positive
Notes aur explanation dono helpful the but thoda slow hona chahiye tha,positive
Teacher ne concept bohut clearly samjhaya,positive
Aaj ka lecture bhot informative tha!,positive
Lecture interesting tha aur samajh bhi aaya. 😡,positive
Class engaging thi aur boring nahi thi but slides achi thi,positive
Class bohot boring thi overall,negative
Examples clear nahi the but thoda aur practice chahiye,negative
Lecture interesting tha aur samajh bhi aaya but thoda slow hona chahiye tha,positive
Teacher ne concept bahuut clearly samjhaya. 😕,positive
Session okay tha aur thoda detail me hona chahiye tha,neutral
Class average thi,neutral
Mujhe lecture bilkul samajh nahi aaya!!,negative
Teacher ka explanation weak tha,negative
Class average thi. 🙂,neutral
Concept samajh aaya par pace fast tha!! 😡,neutral
Discussion session kaafi useful tha but thoda slow hona chahiye tha,positive
Teacher ka explanation weak tha but slides achi thi,negative
Class theek thi bas thoda lamba tha but thoda aur practice chahiye,neutral
Aaj ka lecture bahut informative tha overall,positive
Class average thi but slides achi thi,neutral
Lecture theek tha but aur examples ho sakte the??,neutral
Lecture confusing tha...,negative
Class achi thi par thodi boring bhi overall,neutral
Class average thi but slides achi thi,neutral
Lecture theek tha but aur examples ho sakte the!,neutral
Class average thi??,neutral
Lecture theek tha but aur examples ho sakte the...,neutral
Topic bahut ache se cover kiya gaya according to me,positive
Lecture interesting tha aur samajh bhi aaya but slides achi thi,positive
Class ka environment achha tha!! 😕,positive
Lecture interesting tha aur samajh bhi aaya??,positive
Class ka environment bahut achha tha but thoda aur practice chahiye,positive
Aaj ka lecture bahut informative tha??,positive
Class ka pace bahut fast tha?!,negative
Concept samajh aaya par pace fast tha.,neutral
Class ka pace bohut fast tha! 😡,negative
Sir ka teaching style bahut accha hai but thoda aur practice chahiye,positive
Class borin thi...,negative
Lecture normal tha kuch special nahi according to me,neutral
Teacher ne topic properly explain nahi kiya,negative
Lecture theek tha but aur examples ho sakte the...,neutral
Class borring thi...,negative
Class engaging thi aur boring nahi thi honestly,positive
Discussion session kaafi useful tha but examples ache the,positive
Topic bahut ache se cover kiya gaya overall,positive
Class engaging thi aur boring nahi thi but slides achi thi,positive
Lecture confusing tha but slides achi thi,negative
Teacher ne concept bahut clearly samjhaya according to me,positive
Class achi thi par thodi boring bhi,neutral
Class theek thi bas thoda lamba tha honestly,neutral
Class borinng thi...,negative
Class achi thi par thodi boring bhi according to me,neutral
Lecture confusing tha,negative
Topic theek tha but aur clarity chahiye thi but thoda slow hona chahiye tha,neutral
Class achaah thi par thodi borinng bhi,neutral
Kal ki class achha thi.,positive
Aaj ka lecture bahut informative tha but thoda slow hona chahiye tha,positive
Class ka pace bahot fast tha.,negative
Class boring thi??,negative
Teacher ne concept bohot clearly samjhaya?!,positive
Mujhe lecture bilkul samajh nahi aaya??,negative
Topic bahut ache se cover kiya gaya but thoda aur practice chahiye,positive
Class average thi?!,neutral
Class average thi??,neutral
Teacher ne concept bahut clearly samjhaya but examples ache the,positive
Lecture theek tha but aur examples ho sakte the but thoda aur practice chahiye,neutral
Class theek thi bas thoda lamba tha,neutral
Lecture theek tha but aur examples ho sakte the??,neutral
Content theek tha par delivery slow thi but thoda slow hona chahiye tha,neutral
Lecture confusing tha!!,negative
Topic theek tha but aur clarity chahiye thi according to me,neutral
Lecture normal tha kuch special nahi aur thoda detail me hona chahiye tha,neutral
Content theek tha par delivery slow thi but thoda aur practice chahiye,neutral
Lecture interesting tha aur samajh bhi aaya??,positive
Lecture time waste jaisa laga,negative
Class ka pace bohut fast tha!,negative
Class average thi...,neutral
Lecture interesting tha aur samajh bhi aaya!,positive
Class ka pace bahut fast tha but slides achi thi,negative
Mujhe lecture bilkul samajh nahi aaya.,negative
Class average thi,neutral
Class average thi aur thoda detail me hona chahiye tha,neutral
Class borin thi?!,negative
Lecture normal tha kuch special nahi,neutral
Class ka pace bahut fast tha but thoda aur practice chahiye,negative
Mujhe lecture bilkul samajh nahi aaya??,negative
Teacher ne concept bhot clearly samjhaya??,positive
Class ka environment bahut achha tha overall,positive
Mujhe lecture bilkul samajh nahi aaya??,negative
Class average thi,neutral
Lecture normal tha kuch special nahi!!,neutral
Class average thi!,neutral
Teacher ne concept bahut clearly samjhaya overall,positive
Class ka pace bohot fast tha?!,negative
Class ka pace bohot fast tha 😡,negative
Sir ka teaching style gud hai,positive
Session okay tha overall,neutral
Lecture normal tha kuch special nahi??,neutral
Mujhe lecture bilkul samajh nahi aaya!,negative
Lecture interesting tha aur samajh bhi aaya,positive
Class theek thi bas thoda lamba tha honestly,neutral
Class ka environment bahut achha tha,positive
Class achi thi par thodi boring bhi overall,neutral
Concept samajh aaya par pace fast tha but slides achi thi,neutral
Class bohot boring thi aur thoda detail me hona chahiye tha,negative
Kal ki class acha thi!,positive
Aaj ka lecture bahut informative tha honestly,positive
Session okay tha honestly,neutral
Lecture confusing tha!!,negative
Aaj ka lecture bahuut informative tha,positive
Concept samajh aaya par pace fast tha,neutral
Lecture interesting tha aur samajh bhi aaya??,positive
Sir ka teaching style bahut accha hai honestly,positive
Lecture theek tha but aur examples ho sakte the,neutral
Class engaging thi aur boring nahi thi,positive
Lecture interesting tha aur samajh bhi aaya.,positive
Teacher ne topic properly explain nahi kiya!! 🙂,negative
Class ka pace bhot fast tha,negative
Kal ki class bohot achi thi honestly,positive
