processed_text,label
content_EN theek_HI tha_EN par_EN delivery_EN slow_EN thi_EN overall_EN,neutral
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral
kal_EN class_EN bhot_HI achi_HI thi_EN thoda_HI aur_HI practice_EN chahiye_HI,positive
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative
teacher_EN ne_HI concept_EN bhot_HI clearly_EN samjhaya_HI,positive
sir_EN teaching_EN style_EN good_EN hai_EN,positive
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI according_EN me_HI,neutral
notes_EN aur_HI explanation_EN dono_HI helpful_EN thoda_HI aur_HI practice_EN chahiye_HI,positive
topic_EN bahut_HI ache_EN se_HI cover_EN kiya_HI gaya_HI,positive
class_EN achha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral
topic_EN theek_HI tha_EN aur_HI clarity_EN chahiye_HI thi_EN examples_EN ache_EN,neutral
kal_EN class_EN bhot_HI achi_HI thi_EN,positive
class_EN environment_EN bahut_HI achha_POS tha_EN thoda_HI aur_HI practice_EN chahiye_HI,positive
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative
sir_EN teaching_EN style_EN good_EN hai_EN,positive
class_EN average_EN thi_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral
class_EN average_EN thi_EN,neutral
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral
aaj_HI lecture_EN bhot_HI informative_EN tha_EN,positive
kal_EN class_EN bhot_HI achi_HI thi_EN thoda_HI aur_HI practice_EN chahiye_HI,positive
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative
class_EN average_EN thi_EN,neutral
class_EN pace_EN bahut_HI fast_EN tha_EN,negative
lecture_EN confusing_EN tha_EN,negative
class_EN achaah_HI thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral
lecture_EN confusing_EN tha_EN,negative
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral
class_EN theek_HI thi_EN bas_EN thoda_HI lamba_HI tha_EN thoda_HI aur_HI practice_EN chahiye_HI,neutral
class_EN environment_EN acha_POS tha_EN,positive
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative
topic_EN theek_HI tha_EN aur_HI clarity_EN chahiye_HI thi_EN honestly_EN,neutral
lecture_EN confusing_EN tha_EN,negative
sir_EN teaching_EN style_EN good_EN hai_EN,positive
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI thoda_HI aur_HI practice_EN chahiye_HI,negative
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI honestly_EN,negative
sir_EN teaching_EN style_EN bahut_HI accha_POS hai_EN according_EN me_HI,positive
class_EN pace_EN bahut_HI fast_EN tha_EN,negative
kal_EN class_EN bhot_HI achi_HI thi_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,positive
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral
class_EN average_EN thi_EN,neutral
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI according_EN me_HI,neutral
aaj_HI lecture_EN bahut_HI informative_EN tha_EN thoda_HI aur_HI practice_EN chahiye_HI,positive
topic_EN bahut_HI ache_EN se_HI cover_EN kiya_HI gaya_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,positive
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI thoda_HI aur_HI practice_EN chahiye_HI,negative
teacher_EN explanation_EN weak_EN tha_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,negative
aaj_HI lecture_EN bahut_HI informative_EN tha_EN,positive
lecture_EN confusing_EN tha_EN,negative
class_EN acha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral
discussion_EN session_EN kaafi_HI useful_EN tha_EN thoda_HI aur_HI practice_EN chahiye_HI,positive
aaj_HI lecture_EN bahuut_HI informative_EN tha_EN,positive
topic_EN bahut_HI ache_EN se_HI cover_EN kiya_HI gaya_HI,positive
class_EN boring_EN thi_EN,negative
teacher_EN ne_HI concept_EN bohut_HI clearly_EN samjhaya_HI,positive
kal_EN class_EN bhot_HI achi_HI thi_EN overall_EN,positive
class_EN environment_EN achaah_HI tha_EN,positive
class_EN me_HI interest_EN nahi_HI aaya_HI slides_EN achi_HI thi_EN,negative
class_EN average_EN thi_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral
sir_EN teaching_EN style_EN good_EN hai_EN,positive
class_EN acha_POS thi_EN par_EN thodi_HI borin_HI bhi_HI,neutral
lecture_EN confusing_EN tha_EN,negative
lecture_EN time_EN waste_EN jaisa_HI laga_HI thoda_HI aur_HI practice_EN chahiye_HI,negative
class_EN average_EN thi_EN,neutral
class_EN boring_EN thi_EN,negative
kal_EN class_EN acha_POS thi_EN,positive
kal_EN class_EN accha_POS thi_EN,positive
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral
class_EN theek_HI thi_EN bas_EN thoda_HI lamba_HI tha_EN examples_EN ache_EN,neutral
class_EN boring_EN thi_EN,negative
class_EN average_EN thi_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral
lecture_EN confusing_EN tha_EN honestly_EN,negative
teacher_EN ne_HI concept_EN bhot_HI clearly_EN samjhaya_HI,positive
sir_EN teaching_EN style_EN good_EN hai_EN,positive
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral
class_EN bhot_HI boring_EN thi_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,negative
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral
lecture_EN confusing_EN tha_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,negative
class_EN pace_EN bhot_HI fast_EN tha_EN,negative
topic_EN bahut_HI ache_EN se_HI cover_EN kiya_HI gaya_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,positive
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral
lecture_EN manageable_EN tha_EN,neutral
aaj_HI lecture_EN bahut_HI informative_EN tha_EN according_EN me_HI,positive
class_EN theek_HI thi_EN bas_EN thoda_HI lamba_HI tha_EN overall_EN,neutral
class_EN boring_EN thi_EN,negative
class_EN me_HI interest_EN nahi_HI aaya_HI honestly_EN,negative
lecture_EN normal_EN tha_EN special_EN nahi_HI slides_EN achi_HI thi_EN,neutral
class_EN theek_HI thi_EN bas_EN thoda_HI lamba_HI tha_EN honestly_EN,neutral
class_EN engaging_EN thi_EN aur_HI boring_EN nahi_HI thi_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,positive
class_EN pace_EN bhot_HI fast_EN tha_EN,negative
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI examples_EN ache_EN,positive
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral
class_EN acha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI examples_EN ache_EN,negative
lecture_EN manageable_EN tha_EN examples_EN ache_EN,neutral
class_EN environment_EN bahut_HI achha_POS tha_EN examples_EN ache_EN,positive
class_EN boring_EN thi_EN,negative
class_EN pace_EN bhot_HI fast_EN tha_EN,negative
topic_EN bahut_HI poorly_EN explain_EN hua_EN according_EN me_HI,negative
class_EN borin_HI thi_EN,negative
kal_EN class_EN accha_POS thi_EN,positive
class_EN environment_EN achha_POS tha_EN,positive
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI according_EN me_HI,neutral
aaj_HI lecture_EN bahuut_HI informative_EN tha_EN,positive
class_EN boring_EN thi_EN,negative
aaj_HI lecture_EN bahut_HI informative_EN tha_EN,positive
teacher_EN ne_HI concept_EN bhot_HI clearly_EN samjhaya_HI,positive
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI honestly_EN,neutral
sir_EN teaching_EN style_EN bahut_HI accha_POS hai_EN slides_EN achi_HI thi_EN,positive
lecture_EN time_EN waste_EN jaisa_HI laga_HI,negative
class_EN average_EN thi_EN,neutral
class_EN environment_EN achha_POS tha_EN,positive
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral
class_EN pace_EN bhot_HI fast_EN tha_EN,negative
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,negative
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI according_EN me_HI,positive
lecture_EN confusing_EN tha_EN,negative
lecture_EN confusing_EN tha_EN examples_EN ache_EN,negative
class_EN average_EN thi_EN,neutral
lecture_EN normal_EN tha_EN special_EN nahi_HI slides_EN achi_HI thi_EN,neutral
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral
class_EN accha_POS thi_EN par_EN thodi_HI borin_HI bhi_HI,neutral
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative
class_EN pace_EN bahut_HI fast_EN tha_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,negative
class_EN theek_HI thi_EN bas_EN thoda_HI lamba_HI tha_EN honestly_EN,neutral
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive
discussion_EN session_EN kaafi_HI useful_EN tha_EN slides_EN achi_HI thi_EN,positive
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral
class_EN boring_EN thi_EN,negative
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI honestly_EN,positive
sir_EN teaching_EN style_EN good_EN hai_EN,positive
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative
teacher_EN ne_HI concept_EN bhot_HI clearly_EN samjhaya_HI,positive
notes_EN aur_HI explanation_EN dono_HI helpful_EN honestly_EN,positive
session_EN okay_EN tha_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI honestly_EN,neutral
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral
aaj_HI lecture_EN bahut_HI informative_EN tha_EN according_EN me_HI,positive
sir_EN teaching_EN style_EN gud_HI hai_EN,positive
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,negative
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI slides_EN achi_HI thi_EN,negative
class_EN average_EN thi_EN slides_EN achi_HI thi_EN,neutral
lecture_EN confusing_EN tha_EN,negative
class_EN boring_EN thi_EN,negative
class_EN boring_EN thi_EN,negative
class_EN boring_EN thi_EN,negative
class_EN engaging_EN thi_EN aur_HI boring_EN nahi_HI thi_EN,positive
kal_EN class_EN accha_POS thi_EN,positive
class_EN environment_EN acha_POS tha_EN,positive
aaj_HI lecture_EN bahut_HI informative_EN tha_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,positive
lecture_EN manageable_EN tha_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral
class_EN pace_EN bhot_HI fast_EN tha_EN,negative
class_EN average_EN thi_EN,neutral
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral
lecture_EN normal_EN tha_EN special_EN nahi_HI thoda_HI aur_HI practice_EN chahiye_HI,neutral
class_EN bhot_HI boring_EN thi_EN overall_EN,negative
session_EN okay_EN tha_EN according_EN me_HI,neutral
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative
lecture_EN time_EN waste_EN jaisa_HI laga_HI examples_EN ache_EN,negative
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral
sir_EN teaching_EN style_EN gud_HI hai_EN,positive
content_EN theek_HI tha_EN par_EN delivery_EN slow_EN thi_EN,neutral
class_EN engaging_EN thi_EN aur_HI boring_EN nahi_HI thi_EN according_EN me_HI,positive
notes_EN aur_HI explanation_EN dono_HI helpful_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,positive
lecture_EN manageable_EN tha_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral
class_EN accha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral
lecture_EN confusing_EN tha_EN,negative
class_EN accha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral
topic_EN bahut_HI poorly_EN explain_EN hua_EN,negative
lecture_EN confusing_EN tha_EN,negative
class_EN average_EN thi_EN,neutral
kal_EN class_EN bhot_HI achi_HI thi_EN examples_EN ache_EN,positive
sir_EN teaching_EN style_EN gud_HI hai_EN,positive
topic_EN theek_HI tha_EN aur_HI clarity_EN chahiye_HI thi_EN examples_EN ache_EN,neutral
class_EN me_HI interest_EN nahi_HI aaya_HI,negative
notes_EN aur_HI explanation_EN dono_HI helpful_EN examples_EN ache_EN,positive
teacher_EN ne_HI concept_EN bahuut_HI clearly_EN samjhaya_HI,positive
kal_EN class_EN achha_POS thi_EN,positive
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI thoda_HI aur_HI practice_EN chahiye_HI,negative
class_EN environment_EN bahut_HI achha_POS tha_EN honestly_EN,positive
class_EN environment_EN accha_POS tha_EN,positive
class_EN pace_EN bahut_HI fast_EN tha_EN,negative
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI examples_EN ache_EN,positive
class_EN average_EN thi_EN,neutral
class_EN pace_EN bhot_HI fast_EN tha_EN,negative
sir_EN teaching_EN style_EN good_EN hai_EN,positive
aaj_HI lecture_EN bahut_HI informative_EN tha_EN slides_EN achi_HI thi_EN,positive
teacher_EN explanation_EN weak_EN tha_EN examples_EN ache_EN,negative
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN slides_EN achi_HI thi_EN,neutral
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,negative
class_EN boring_EN thi_EN,negative
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI overall_EN,negative
session_EN okay_EN tha_EN,neutral
lecture_EN time_EN waste_EN jaisa_HI laga_HI thoda_HI aur_HI practice_EN chahiye_HI,negative
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative
class_EN environment_EN achha_POS tha_EN,positive
class_EN environment_EN accha_POS tha_EN,positive
lecture_EN normal_EN tha_EN special_EN nahi_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral
kal_EN class_EN bhot_HI achi_HI thi_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,positive
session_EN okay_EN tha_EN overall_EN,neutral
topic_EN bahut_HI poorly_EN explain_EN hua_EN slides_EN achi_HI thi_EN,negative
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral
class_EN environment_EN acha_POS tha_EN,positive
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative
teacher_EN ne_HI concept_EN bahuut_HI clearly_EN samjhaya_HI,positive
lecture_EN confusing_EN tha_EN,negative
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral
lecture_EN manageable_EN tha_EN examples_EN ache_EN,neutral
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral
session_EN okay_EN tha_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN overall_EN,neutral
class_EN accha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral
class_EN accha_POS thi_EN par_EN thodi_HI borin_HI bhi_HI,neutral
examples_EN clear_EN nahi_HI overall_EN,negative
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral
class_EN acha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral
sir_EN teaching_EN style_EN bahut_HI accha_POS hai_EN,positive
lecture_EN confusing_EN tha_EN,negative
class_EN engaging_EN thi_EN aur_HI boring_EN nahi_HI thi_EN honestly_EN,positive
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI overall_EN,positive
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI honestly_EN,positive
class_EN average_EN thi_EN,neutral
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,positive
class_EN boring_EN thi_EN,negative
teacher_EN explanation_EN weak_EN tha_EN honestly_EN,negative
class_EN boring_EN thi_EN,negative
aaj_HI lecture_EN bahuut_HI informative_EN tha_EN,positive
class_EN pace_EN bhot_HI fast_EN tha_EN,negative
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI overall_EN,positive
notes_EN aur_HI explanation_EN dono_HI helpful_EN honestly_EN,positive
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI slides_EN achi_HI thi_EN,positive
class_EN me_HI interest_EN nahi_HI aaya_HI,negative
lecture_EN normal_EN tha_EN special_EN nahi_HI slides_EN achi_HI thi_EN,neutral
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,positive
class_EN accha_POS thi_EN par_EN thodi_HI borin_HI bhi_HI,neutral
topic_EN bahut_HI poorly_EN explain_EN hua_EN honestly_EN,negative
class_EN boring_EN thi_EN,negative
lecture_EN confusing_EN tha_EN,negative
sir_EN teaching_EN style_EN bahut_HI accha_POS hai_EN slides_EN achi_HI thi_EN,positive
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative
class_EN pace_EN bhot_HI fast_EN tha_EN,negative
lecture_EN normal_EN tha_EN special_EN nahi_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral
kal_EN class_EN accha_POS thi_EN,positive
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,positive
kal_EN class_EN accha_POS thi_EN,positive
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral
topic_EN bahut_HI ache_EN se_HI cover_EN kiya_HI gaya_HI according_EN me_HI,positive
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI honestly_EN,neutral
lecture_EN manageable_EN tha_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral
lecture_EN manageable_EN tha_EN overall_EN,neutral
discussion_EN session_EN kaafi_HI useful_EN tha_EN overall_EN,positive
class_EN me_HI interest_EN nahi_HI aaya_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,negative
sir_EN teaching_EN style_EN good_EN hai_EN,positive
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI thoda_HI aur_HI practice_EN chahiye_HI,positive
class_EN pace_EN bhot_HI fast_EN tha_EN,negative
kal_EN class_EN achha_POS thi_EN,positive
class_EN boring_EN thi_EN,negative
notes_EN aur_HI explanation_EN dono_HI helpful_EN thoda_HI aur_HI practice_EN chahiye_HI,positive
aaj_HI lecture_EN bhot_HI informative_EN tha_EN,positive
class_EN average_EN thi_EN,neutral
examples_EN clear_EN nahi_HI honestly_EN,negative
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral
class_EN boring_EN thi_EN,negative
lecture_EN normal_EN tha_EN special_EN nahi_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral
class_EN average_EN thi_EN according_EN me_HI,neutral
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral
class_EN pace_EN bhot_HI fast_EN tha_EN,negative
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive
class_EN environment_EN bahut_HI achha_POS tha_EN slides_EN achi_HI thi_EN,positive
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral
teacher_EN explanation_EN weak_EN tha_EN examples_EN ache_EN,negative
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI slides_EN achi_HI thi_EN,negative
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI examples_EN ache_EN,positive
topic_EN bahut_HI poorly_EN explain_EN hua_EN thoda_HI aur_HI practice_EN chahiye_HI,negative
class_EN accha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,negative
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive
session_EN okay_EN tha_EN thoda_HI aur_HI practice_EN chahiye_HI,neutral
class_EN borin_HI thi_EN,negative
lecture_EN confusing_EN tha_EN,negative
sir_EN teaching_EN style_EN good_EN hai_EN,positive
class_EN pace_EN bahut_HI fast_EN tha_EN slides_EN achi_HI thi_EN,negative
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral
content_EN theek_HI tha_EN par_EN delivery_EN slow_EN thi_EN honestly_EN,neutral
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI thoda_HI aur_HI practice_EN chahiye_HI,positive
class_EN average_EN thi_EN,neutral
examples_EN clear_EN nahi_HI according_EN me_HI,negative
aaj_HI lecture_EN bahut_HI informative_EN tha_EN examples_EN ache_EN,positive
lecture_EN confusing_EN tha_EN,negative
class_EN theek_HI thi_EN bas_EN thoda_HI lamba_HI tha_EN examples_EN ache_EN,neutral
discussion_EN session_EN kaafi_HI useful_EN tha_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,positive
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,negative
lecture_EN manageable_EN tha_EN slides_EN achi_HI thi_EN,neutral
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,negative
class_EN theek_HI thi_EN bas_EN thoda_HI lamba_HI tha_EN according_EN me_HI,neutral
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral
topic_EN bahut_HI poorly_EN explain_EN hua_EN thoda_HI aur_HI practice_EN chahiye_HI,negative
kal_EN class_EN bhot_HI achi_HI thi_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,positive
lecture_EN confusing_EN tha_EN,negative
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral
class_EN average_EN thi_EN,neutral
class_EN achha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral
kal_EN class_EN acha_POS thi_EN,positive
lecture_EN manageable_EN tha_EN,neutral
class_EN accha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral
class_EN pace_EN bhot_HI fast_EN tha_EN,negative
topic_EN theek_HI tha_EN aur_HI clarity_EN chahiye_HI thi_EN examples_EN ache_EN,neutral
class_EN accha_POS thi_EN par_EN thodi_HI borin_HI bhi_HI,neutral
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative
teacher_EN explanation_EN weak_EN tha_EN overall_EN,negative
class_EN pace_EN bhot_HI fast_EN tha_EN,negative
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI honestly_EN,neutral
topic_EN bahut_HI ache_EN se_HI cover_EN kiya_HI gaya_HI honestly_EN,positive
class_EN pace_EN bahuut_HI fast_EN tha_EN,negative
class_EN bhot_HI boring_EN thi_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,negative
class_EN bhot_HI boring_EN thi_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,negative
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative
aaj_HI lecture_EN bahuut_HI informative_EN tha_EN,positive
aaj_HI lecture_EN bahut_HI informative_EN tha_EN,positive
session_EN okay_EN tha_EN,neutral
lecture_EN confusing_EN tha_EN,negative
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral
class_EN average_EN thi_EN,neutral
topic_EN bahut_HI ache_EN se_HI cover_EN kiya_HI gaya_HI honestly_EN,positive
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI according_EN me_HI,positive
kal_EN class_EN achha_POS thi_EN,positive
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI thoda_HI aur_HI practice_EN chahiye_HI,neutral
examples_EN clear_EN nahi_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,negative
sir_EN teaching_EN style_EN bahut_HI accha_POS hai_EN according_EN me_HI,positive
teacher_EN ne_HI concept_EN bhot_HI clearly_EN samjhaya_HI,positive
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI overall_EN,negative
lecture_EN confusing_EN tha_EN,negative
class_EN pace_EN bhot_HI fast_EN tha_EN,negative
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI honestly_EN,neutral
class_EN achaah_HI thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral
notes_EN aur_HI explanation_EN dono_HI helpful_EN examples_EN ache_EN,positive
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative
aaj_HI lecture_EN bahut_HI informative_EN tha_EN thoda_HI aur_HI practice_EN chahiye_HI,positive
teacher_EN ne_HI concept_EN bhot_HI clearly_EN samjhaya_HI,positive
class_EN environment_EN bahut_HI achha_POS tha_EN examples_EN ache_EN,positive
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative
teacher_EN ne_HI concept_EN bhot_HI clearly_EN samjhaya_HI,positive
aaj_HI lecture_EN bahut_HI informative_EN tha_EN according_EN me_HI,positive
